Date	Time	windspeed(m/s)	windAngle(deg)	PV_power(W)	PV_voltage(V)	
1/1/0	15:9:18	0.00	270.00	0.00698	3.73548	
1/1/0	15:10:18	0.00	270.00	0.00690	3.71613	
1/1/0	15:11:19	0.00	270.00	0.00667	3.65161	
1/1/0	15:12:19	0.00	270.00	0.00641	3.58065	
1/1/0	15:13:19	0.00	270.00	0.00695	3.72903	
1/1/0	15:14:19	0.00	292.50	0.00737	3.83871	
1/1/0	15:15:19	0.00	225.00	0.00722	3.80000	
1/1/0	15:16:19	0.00	315.00	0.00698	3.73548	
1/1/0	15:17:19	0.00	270.00	0.00705	3.75484	
1/1/0	15:18:20	0.00	315.00	0.00710	3.76774	
1/1/0	15:19:20	0.00	315.00	0.00703	3.74839	
1/1/0	15:20:20	1.32	315.00	0.00669	3.65806	
1/1/0	15:21:20	0.00	315.00	0.00636	3.56774	
1/1/0	15:22:20	1.32	315.00	0.00632	3.55484	
1/1/0	15:23:20	1.32	270.00	0.00664	3.64516	
1/1/0	15:24:20	0.00	135.00	0.00707	3.76129	
1/1/0	15:25:21	0.00	270.00	0.00747	3.86452	
1/1/0	15:26:21	0.00	270.00	0.00734	3.83226	
1/1/0	15:27:21	0.00	315.00	0.00739	3.84516	
1/1/0	15:28:21	0.00	270.00	0.00732	3.82581	
1/1/0	15:29:21	0.00	270.00	0.00724	3.80645	
1/1/0	15:30:21	0.00	270.00	0.00715	3.78065	
1/1/0	15:31:21	0.00	225.00	0.00693	3.72258	
1/1/0	15:32:21	0.66	225.00	0.00639	3.57419	
1/1/0	15:33:22	0.00	270.00	0.00639	3.57419	
1/1/0	15:34:22	0.00	270.00	0.00667	3.65161	
1/1/0	15:35:22	0.00	270.00	0.00630	3.54839	
1/1/0	15:36:22	0.00	315.00	0.00634	3.56129	
1/1/0	15:37:22	0.00	315.00	0.00634	3.56129	
1/1/0	15:38:22	0.00	270.00	0.00639	3.57419	
1/1/0	15:39:22	0.00	225.00	0.00609	3.49032	
1/1/0	15:40:23	0.00	45.00	0.00611	3.49677	
1/1/0	15:41:23	0.66	292.50	0.00598	3.45806	
1/1/0	15:42:23	0.00	225.00	0.00662	3.63871	
1/1/0	15:43:23	0.66	45.00	0.00650	3.60645	
1/1/0	15:44:23	0.66	315.00	0.00630	3.54839	
1/1/0	15:45:23	0.66	270.00	0.00643	3.58710	
1/1/0	15:46:23	0.00	270.00	0.00630	3.54839	
1/1/0	15:47:24	0.66	315.00	0.00616	3.50968	
1/1/0	15:48:24	0.66	270.00	0.00664	3.64516	
1/1/0	15:49:24	0.00	270.00	0.00662	3.63871	
1/1/0	15:50:24	0.00	315.00	0.00700	3.74194	
1/1/0	15:51:24	0.66	315.00	0.00690	3.71613	
1/1/0	15:52:24	0.00	270.00	0.00664	3.64516	
1/1/0	15:53:24	0.00	225.00	0.00676	3.67742	
1/1/0	15:54:25	0.66	180.00	0.00653	3.61290	
1/1/0	15:55:25	2.64	45.00	0.00742	3.85161	
1/1/0	15:56:25	1.98	270.00	0.00639	3.57419	
1/1/0	15:57:25	0.66	315.00	0.00674	3.67097	
1/1/0	15:58:25	0.66	292.50	0.00683	3.69677	
1/1/0	15:59:25	0.00	45.00	0.00698	3.73548	
1/1/0	16:0:25	1.32	270.00	0.00660	3.63226	
1/1/0	16:1:25	0.00	270.00	0.00700	3.74194	
1/1/0	16:2:26	0.00	270.00	0.00683	3.69677	
1/1/0	16:3:26	0.00	270.00	0.00690	3.71613	
1/1/0	16:4:26	0.66	270.00	0.00690	3.71613	
1/1/0	16:5:26	0.00	315.00	0.00674	3.67097	
1/1/0	16:6:26	0.00	315.00	0.00639	3.57419	
1/1/0	16:7:26	0.00	270.00	0.00634	3.56129	
1/1/0	16:8:26	1.32	270.00	0.00727	3.81290	
1/1/0	16:9:27	0.00	315.00	0.00720	3.79355	
1/1/0	16:10:27	1.32	0.00	0.00754	3.88387	
1/1/0	16:11:27	0.00	315.00	0.00747	3.86452	
1/1/0	16:12:27	0.00	22.50	0.00732	3.82581	
1/1/0	16:13:27	0.00	112.50	0.00593	3.44516	
1/1/0	16:14:27	0.00	90.00	0.00546	3.30323	
1/1/0	16:15:27	0.00	67.50	0.00580	3.40645	
1/1/0	16:16:28	0.00	45.00	0.00446	2.98710	
1/1/0	16:17:28	0.00	90.00	0.00026	0.72258	
1/1/0	16:18:28	0.00	90.00	0.00025	0.70968	
1/1/0	16:19:28	0.00	90.00	0.00024	0.69032	
1/1/0	16:20:28	0.00	90.00	0.00024	0.69677	
1/1/0	16:21:28	0.00	90.00	0.00024	0.69677	
1/1/0	16:22:28	0.00	90.00	0.00024	0.69032	
1/1/0	16:23:28	0.00	90.00	0.00024	0.69677	
1/1/0	16:24:29	0.00	90.00	0.00025	0.70323	
1/1/0	16:25:29	0.00	90.00	0.00024	0.69677	
1/1/0	16:26:29	0.00	90.00	0.00024	0.69677	
1/1/0	16:27:29	0.00	90.00	0.00024	0.69032	
1/1/0	16:28:29	0.00	90.00	0.00023	0.68387	
1/1/0	16:29:29	0.00	90.00	0.00018	0.60000	
1/1/0	16:30:29	0.00	90.00	0.00021	0.64516	
1/1/0	16:31:30	0.00	90.00	0.00020	0.62581	
1/1/0	16:32:30	0.00	22.50	0.00010	0.44516	
1/1/0	16:33:30	0.00	90.00	0.00506	3.18065	
1/1/0	16:34:30	0.00	90.00	0.00643	3.58710	
1/1/0	16:35:30	0.00	225.00	0.00001	0.16129	
1/1/0	16:36:30	0.00	270.00	0.00092	1.35484	
1/1/0	16:37:30	0.00	157.50	0.00091	1.34839	
1/1/0	16:38:31	0.00	180.00	0.00048	0.98065	
1/1/0	16:39:31	0.00	180.00	0.00049	0.99355	
1/1/0	16:40:31	0.00	180.00	0.00045	0.94839	
1/1/0	16:41:31	0.00	180.00	0.00046	0.96129	
1/1/0	16:42:31	0.00	180.00	0.00047	0.97419	
1/1/0	16:43:31	0.00	180.00	0.00048	0.98065	
1/1/0	16:44:31	0.00	180.00	0.00047	0.97419	
1/1/0	16:45:32	0.00	180.00	0.00047	0.96774	
1/1/0	16:46:32	0.00	180.00	0.00047	0.97419	
1/1/0	16:47:32	0.00	180.00	0.00046	0.95484	
1/1/0	16:48:32	0.00	180.00	0.00050	1.00000	
1/1/0	16:49:32	0.00	180.00	0.00047	0.96774	
1/1/0	16:50:32	0.00	180.00	0.00045	0.94839	
1/1/0	16:51:32	0.00	180.00	0.00044	0.94194	
1/1/0	16:52:32	0.00	180.00	0.00044	0.93548	
1/1/0	16:53:33	0.00	180.00	0.00044	0.93548	
1/1/0	16:54:33	0.00	180.00	0.00044	0.93548	
1/1/0	16:55:33	0.00	180.00	0.00044	0.94194	
1/1/0	16:56:33	0.00	180.00	0.00044	0.93548	
1/1/0	16:57:33	0.00	180.00	0.00046	0.96129	
1/1/0	16:58:33	0.00	180.00	0.00095	1.38065	
1/1/0	16:59:33	0.00	180.00	0.00036	0.84516	
1/1/0	17:0:34	0.00	180.00	0.00036	0.85161	
1/1/0	17:1:34	0.00	180.00	0.00036	0.84516	
1/1/0	17:2:34	0.00	180.00	0.00135	1.64516	
1/1/0	17:3:34	0.00	180.00	0.00101	1.41935	
1/1/0	17:4:34	0.00	180.00	0.00132	1.62581	
1/1/0	17:5:34	0.00	180.00	0.00112	1.49677	
1/1/0	17:6:34	0.00	180.00	0.00132	1.62581	
1/1/0	17:7:35	0.00	180.00	0.00104	1.44516	
1/1/0	17:8:35	0.00	180.00	0.00096	1.38710	
1/1/0	17:9:35	0.00	180.00	0.00094	1.37419	
1/1/0	17:10:35	0.00	180.00	0.00106	1.45806	
1/1/0	17:11:35	0.00	180.00	0.00125	1.58065	
1/1/0	17:12:35	0.00	180.00	0.00100	1.41290	
1/1/0	17:13:35	0.00	180.00	0.00123	1.56774	
1/1/0	17:14:36	0.00	180.00	0.00117	1.52903	
1/1/0	17:15:36	0.00	180.00	0.00103	1.43871	
1/1/0	17:16:36	0.00	180.00	0.00114	1.50968	
1/1/0	17:17:36	0.00	180.00	0.00093	1.36129	
1/1/0	17:18:36	0.00	180.00	0.00122	1.56129	
1/1/0	17:19:36	0.00	180.00	0.00080	1.26452	
1/1/0	17:20:36	0.00	180.00	0.00119	1.54194	
1/1/0	17:21:36	0.00	180.00	0.00101	1.41935	
1/1/0	17:22:37	0.00	180.00	0.00085	1.30323	
1/1/0	17:23:37	0.00	180.00	0.00125	1.58065	
1/1/0	17:24:37	0.00	180.00	0.00129	1.60645	
1/1/0	17:25:37	0.00	180.00	0.00123	1.56774	
1/1/0	17:26:37	0.00	180.00	0.00119	1.54194	
1/1/0	17:27:37	0.00	180.00	0.00105	1.45161	
1/1/0	17:28:37	0.00	180.00	0.00115	1.51613	
1/1/0	17:29:38	0.00	180.00	0.00124	1.57419	
1/1/0	17:30:38	0.00	180.00	0.00108	1.47097	
1/1/0	17:31:38	0.00	180.00	0.00080	1.26452	
1/1/0	17:32:38	0.00	180.00	0.00058	1.07742	
1/1/0	17:33:38	0.00	180.00	0.00091	1.34839	
1/1/0	17:34:38	0.00	180.00	0.00111	1.49032	
1/1/0	17:35:38	0.00	180.00	0.00075	1.22581	
1/1/0	17:36:39	0.00	180.00	0.00102	1.42581	
1/1/0	17:37:39	0.00	180.00	0.00097	1.39355	
1/1/0	17:38:39	0.00	180.00	0.00107	1.46452	
1/1/0	17:39:39	0.00	180.00	0.00070	1.18065	
1/1/0	17:40:39	0.00	180.00	0.00067	1.16129	
1/1/0	17:41:39	0.00	180.00	0.00096	1.38710	
1/1/0	17:42:39	0.00	180.00	0.00121	1.55484	
1/1/0	17:43:39	0.00	180.00	0.00128	1.60000	
1/1/0	17:44:40	0.00	180.00	0.00057	1.07097	
1/1/0	17:45:40	0.00	180.00	0.00152	1.74194	
1/1/0	17:46:40	0.00	180.00	0.00160	1.78710	
1/1/0	17:47:40	0.00	180.00	0.00161	1.79355	
1/1/0	17:48:40	0.00	180.00	0.00163	1.80645	
1/1/0	17:49:40	0.00	180.00	0.00137	1.65806	
1/1/0	17:50:40	0.00	180.00	0.00140	1.67097	
1/1/0	17:51:41	0.00	180.00	0.00117	1.52903	
1/1/0	17:52:41	0.00	180.00	0.00128	1.60000	
1/1/0	17:53:41	0.00	180.00	0.00099	1.40645	
1/1/0	17:54:41	0.00	180.00	0.00103	1.43226	
1/1/0	17:55:41	0.00	180.00	0.00087	1.31613	
1/1/0	17:56:41	0.00	180.00	0.00101	1.41935	
1/1/0	17:57:41	0.00	180.00	0.00093	1.36129	
1/1/0	17:58:42	0.00	180.00	0.00071	1.19355	
1/1/0	17:59:42	0.00	180.00	0.00066	1.14839	
1/1/0	18:0:42	0.00	180.00	0.00061	1.10323	
1/1/0	18:1:42	0.00	180.00	0.00063	1.12258	
1/1/0	18:2:42	0.00	180.00	0.00064	1.13548	
1/1/0	18:3:42	0.00	180.00	0.00061	1.10323	
1/1/0	18:4:42	0.00	180.00	0.00062	1.10968	
1/1/0	18:5:43	0.00	180.00	0.00062	1.10968	
1/1/0	18:6:43	0.00	180.00	0.00061	1.10323	
1/1/0	18:7:43	0.00	180.00	0.00061	1.10323	
1/1/0	18:8:43	0.00	180.00	0.00062	1.10968	
1/1/0	18:9:43	0.00	180.00	0.00061	1.10323	
1/1/0	18:10:43	0.00	180.00	0.00062	1.11613	
1/1/0	18:11:43	0.00	180.00	0.00062	1.10968	
1/1/0	18:12:43	0.00	180.00	0.00062	1.11613	
1/1/0	18:13:44	0.00	180.00	0.00061	1.10323	
1/1/0	18:14:44	0.00	180.00	0.00062	1.10968	
1/1/0	18:15:44	0.00	180.00	0.00062	1.10968	
1/1/0	18:16:44	0.00	180.00	0.00061	1.10323	
1/1/0	18:17:44	0.00	180.00	0.00060	1.09677	
1/1/0	18:18:44	0.00	180.00	0.00062	1.11613	
1/1/0	18:19:44	0.00	180.00	0.00061	1.10323	
1/1/0	18:20:45	0.00	180.00	0.00059	1.08387	
1/1/0	18:21:45	0.00	180.00	0.00058	1.07742	
1/1/0	18:22:45	0.00	180.00	0.00057	1.06452	
1/1/0	18:23:45	0.00	180.00	0.00059	1.09032	
1/1/0	18:24:45	0.00	180.00	0.00058	1.07742	
1/1/0	18:25:45	0.00	180.00	0.00057	1.06452	
1/1/0	18:26:45	0.00	180.00	0.00058	1.07742	
1/1/0	18:27:46	0.00	180.00	0.00055	1.04516	
1/1/0	18:28:46	0.00	180.00	0.00052	1.01935	
1/1/0	18:29:46	0.00	180.00	0.00051	1.01290	
1/1/0	18:30:46	0.00	180.00	0.00051	1.00645	
1/1/0	18:31:46	0.00	180.00	0.00048	0.98065	
1/1/0	18:32:46	0.00	180.00	0.00049	0.98710	
1/1/0	18:33:46	0.00	180.00	0.00049	0.98710	
1/1/0	18:34:46	0.00	180.00	0.00049	0.98710	
1/1/0	18:35:47	0.00	180.00	0.00049	0.98710	
1/1/0	18:36:47	0.00	180.00	0.00047	0.97419	
1/1/0	18:37:47	0.00	180.00	0.00047	0.97419	
1/1/0	18:38:47	0.00	180.00	0.00047	0.97419	
1/1/0	18:39:47	0.00	180.00	0.00103	1.43871	
1/1/0	18:40:47	0.00	180.00	0.00120	1.54839	
1/1/0	18:41:47	0.00	180.00	0.00104	1.44516	
1/1/0	18:42:48	0.00	180.00	0.00194	1.96774	
1/1/0	18:43:48	0.00	180.00	0.00082	1.27742	
1/1/0	18:44:48	0.00	180.00	0.00092	1.35484	
1/1/0	18:45:48	0.00	180.00	0.00113	1.50323	
1/1/0	18:46:48	0.00	180.00	0.00087	1.31613	
1/1/0	18:47:48	0.00	180.00	0.00097	1.39355	
1/1/0	18:48:48	0.00	180.00	0.00101	1.41935	
1/1/0	18:49:49	0.00	180.00	0.00078	1.24516	
1/1/0	18:50:49	0.00	180.00	0.00079	1.25806	
1/1/0	18:51:49	0.00	180.00	0.00094	1.36774	
1/1/0	18:52:49	0.00	180.00	0.00087	1.32258	
1/1/0	18:53:49	0.00	180.00	0.00071	1.19355	
1/1/0	18:54:49	0.00	180.00	0.00262	2.29032	
1/1/0	18:55:49	0.00	180.00	0.00087	1.31613	
1/1/0	18:56:49	0.00	180.00	0.00070	1.18710	
1/1/0	18:57:50	0.00	180.00	0.00055	1.04516	
1/1/0	18:58:50	0.00	180.00	0.00076	1.23226	
1/1/0	18:59:50	0.00	180.00	0.00070	1.18710	
1/1/0	19:0:50	0.00	180.00	0.00083	1.29032	
1/1/0	19:1:50	0.00	180.00	0.00124	1.57419	
1/1/0	19:2:50	0.00	180.00	0.00103	1.43226	
1/1/0	19:3:50	0.00	180.00	0.00106	1.45806	
1/1/0	19:4:51	0.00	180.00	0.00059	1.08387	
1/1/0	19:5:51	0.00	180.00	0.00062	1.11613	
1/1/0	19:6:51	0.00	180.00	0.00061	1.10323	
1/1/0	19:7:51	0.00	180.00	0.00061	1.10323	
1/1/0	19:8:51	0.00	180.00	0.00063	1.12258	
1/1/0	19:9:51	0.00	180.00	0.00001	0.14194	
1/1/0	19:10:51	0.00	180.00	0.00539	3.28387	
1/1/0	19:11:52	0.00	180.00	0.00116	1.52258	
1/1/0	19:12:52	0.00	180.00	0.00816	4.03871	
1/1/0	19:13:52	0.00	180.00	0.00855	4.13548	
1/1/0	19:14:52	0.00	180.00	0.00149	1.72903	
1/1/0	19:15:52	0.00	180.00	0.00823	4.05806	
1/1/0	19:16:52	0.00	180.00	0.00132	1.62581	
1/1/0	19:17:52	0.00	180.00	0.00844	4.10968	
1/1/0	19:18:53	0.00	180.00	0.00831	4.07742	
1/1/0	19:19:53	0.00	180.00	0.00810	4.02581	
1/1/0	19:20:53	0.00	180.00	0.00810	4.02581	
1/1/0	19:21:53	0.00	180.00	0.00803	4.00645	
1/1/0	19:22:53	0.00	180.00	0.00121	1.55484	
1/1/0	19:23:53	0.00	180.00	0.00124	1.57419	
1/1/0	19:24:53	0.00	180.00	0.00125	1.58065	
1/1/0	19:25:53	0.00	180.00	0.00839	4.09677	
1/1/0	19:26:54	0.00	180.00	0.00816	4.03871	
1/1/0	19:27:54	0.00	180.00	0.00813	4.03226	
1/1/0	19:28:54	0.00	180.00	0.00839	4.09677	
1/1/0	19:29:54	0.00	180.00	0.00790	3.97419	
1/1/0	19:30:54	0.00	180.00	0.00805	4.01290	
1/1/0	19:31:54	0.00	180.00	0.00772	3.92903	
1/1/0	19:32:54	0.00	180.00	0.00774	3.93548	
1/1/0	19:33:55	0.00	180.00	0.00795	3.98710	
1/1/0	19:34:55	0.00	180.00	0.00805	4.01290	
1/1/0	19:35:55	0.00	180.00	0.00787	3.96774	
1/1/0	19:36:55	0.00	180.00	0.00312	2.49677	
1/1/0	19:37:55	0.00	180.00	0.00779	3.94839	
1/1/0	19:38:55	0.00	180.00	0.00800	4.00000	
1/1/0	19:39:55	0.00	180.00	0.00787	3.96774	
1/1/0	19:40:56	0.00	180.00	0.00186	1.92903	
1/1/0	19:41:56	0.00	180.00	0.00795	3.98710	
1/1/0	19:42:56	0.00	180.00	0.00396	2.81290	
1/1/0	19:43:56	0.00	180.00	0.00552	3.32258	
1/1/0	19:44:56	0.00	180.00	0.00797	3.99355	
1/1/0	19:45:56	0.00	180.00	0.00792	3.98065	
1/1/0	19:46:56	0.00	180.00	0.00797	3.99355	
1/1/0	19:47:56	0.00	180.00	0.00795	3.98710	
1/1/0	19:48:57	0.00	180.00	0.00418	2.89032	
1/1/0	19:49:57	0.00	180.00	0.00785	3.96129	
1/1/0	19:50:57	0.00	180.00	0.00782	3.95484	
1/1/0	19:51:57	0.00	180.00	0.00785	3.96129	
1/1/0	19:52:57	0.00	180.00	0.00774	3.93548	
1/1/0	19:53:57	0.00	180.00	0.00772	3.92903	
1/1/0	19:54:57	0.00	180.00	0.00764	3.90968	
1/1/0	19:55:58	0.00	180.00	0.00764	3.90968	
1/1/0	19:56:58	0.00	180.00	0.00228	2.13548	
1/1/0	19:57:58	0.00	180.00	0.00772	3.92903	
1/1/0	19:58:58	0.00	180.00	0.00774	3.93548	
1/1/0	19:59:58	0.00	180.00	0.00774	3.93548	
1/1/0	20:0:58	0.00	180.00	0.00772	3.92903	
1/1/0	20:1:58	0.00	180.00	0.00777	3.94194	
1/1/0	20:2:59	0.00	180.00	0.00772	3.92903	
1/1/0	20:3:59	0.00	180.00	0.00381	2.76129	
1/1/0	20:4:59	0.00	180.00	0.00454	3.01290	
1/1/0	20:5:59	0.00	180.00	0.00164	1.81290	
1/1/0	20:6:59	0.00	180.00	0.00290	2.40645	
1/1/0	20:7:59	0.00	180.00	0.00392	2.80000	
1/1/0	20:8:59	0.00	180.00	0.00790	3.97419	
1/1/0	20:10:0	0.00	180.00	0.00790	3.97419	
1/1/0	20:11:0	0.00	180.00	0.00616	3.50968	
1/1/0	20:12:0	0.00	180.00	0.00777	3.94194	
1/1/0	20:13:0	0.00	180.00	0.00782	3.95484	
1/1/0	20:14:0	0.00	180.00	0.00598	3.45806	
1/1/0	20:15:0	0.00	180.00	0.00662	3.63871	
1/1/0	20:16:0	0.00	180.00	0.00580	3.40645	
1/1/0	20:17:0	0.00	180.00	0.00596	3.45161	
1/1/0	20:18:1	0.00	180.00	0.00550	3.31613	
1/1/0	20:19:1	0.00	180.00	0.00476	3.08387	
1/1/0	20:20:1	0.00	180.00	0.00466	3.05161	
1/1/0	20:21:1	0.00	180.00	0.00598	3.45806	
1/1/0	20:22:1	0.00	180.00	0.00554	3.32903	
1/1/0	20:23:1	0.00	180.00	0.00527	3.24516	
1/1/0	20:24:1	0.00	180.00	0.00440	2.96774	
1/1/0	20:25:2	0.00	180.00	0.00700	3.74194	
1/1/0	20:26:2	0.00	180.00	0.00522	3.23226	
1/1/0	20:27:2	0.00	180.00	0.00423	2.90968	
1/1/0	20:28:2	0.00	180.00	0.00392	2.80000	
1/1/0	20:29:2	0.00	180.00	0.00394	2.80645	
1/1/0	20:30:2	0.00	180.00	0.00378	2.74839	
1/1/0	20:31:2	0.00	180.00	0.00387	2.78065	
1/1/0	20:32:3	0.00	180.00	0.00185	1.92258	
1/1/0	20:33:3	0.00	180.00	0.00182	1.90968	
1/1/0	20:34:3	0.00	180.00	0.00310	2.49032	
1/1/0	20:35:3	0.00	180.00	0.00297	2.43871	
1/1/0	20:36:3	0.00	180.00	0.00310	2.49032	
1/1/0	20:37:3	0.00	180.00	0.00256	2.26452	
1/1/0	20:38:3	0.00	180.00	0.00232	2.15484	
1/1/0	20:39:4	0.00	180.00	0.00302	2.45806	
1/1/0	20:40:4	0.00	180.00	0.00231	2.14839	
1/1/0	20:41:4	0.00	180.00	0.00249	2.23226	
1/1/0	20:42:4	0.00	180.00	0.00245	2.21290	
1/1/0	20:43:4	0.00	180.00	0.00265	2.30323	
1/1/0	20:44:4	0.00	180.00	0.00212	2.05806	
1/1/0	20:45:4	0.00	180.00	0.00569	3.37419	
1/1/0	20:46:4	0.00	180.00	0.00285	2.38710	
1/1/0	20:47:5	0.00	180.00	0.00171	1.85161	
1/1/0	20:48:5	0.00	180.00	0.00412	2.87097	
1/1/0	20:49:5	0.00	180.00	0.00732	3.82581	
1/1/0	20:50:5	0.00	180.00	0.00088	1.32903	
1/1/0	20:51:5	0.00	180.00	0.00301	2.45161	
1/1/0	20:52:5	0.00	180.00	0.00541	3.29032	
1/1/0	20:53:5	0.00	180.00	0.00043	0.92258	
1/1/0	20:54:6	0.00	180.00	0.00055	1.05161	
1/1/0	20:55:6	0.00	180.00	0.00044	0.93548	
1/1/0	20:56:6	0.00	180.00	0.00556	3.33548	
1/1/0	20:57:6	0.00	180.00	0.00047	0.97419	
1/1/0	20:58:6	0.00	180.00	0.00041	0.90323	
1/1/0	20:59:6	0.00	180.00	0.00103	1.43871	
1/1/0	21:0:6	0.00	180.00	0.00094	1.37419	
1/1/0	21:1:7	0.00	180.00	0.00094	1.36774	
1/1/0	21:2:7	0.00	180.00	0.00013	0.51613	
1/1/0	21:3:7	0.00	180.00	0.00013	0.50968	
1/1/0	21:4:7	0.00	180.00	0.00012	0.49032	
1/1/0	21:5:7	0.00	180.00	0.00012	0.49677	
1/1/0	21:6:7	0.00	180.00	0.00012	0.49032	
1/1/0	21:7:7	0.00	180.00	0.00008	0.40000	
1/1/0	21:8:7	0.00	315.00	0.00087	1.31613	
1/1/0	21:9:8	0.00	45.00	0.00000	0.04516	
1/1/0	21:10:8	0.00	0.00	0.00000	0.03871	
1/1/0	21:11:8	0.00	45.00	0.00000	0.01935	
1/1/0	21:12:8	0.00	45.00	0.00000	0.01935	
1/1/0	21:13:8	0.00	45.00	0.00000	0.02581	
1/1/0	21:14:8	0.00	45.00	0.00000	0.02581	
1/1/0	21:15:8	0.00	45.00	0.00000	0.01935	
1/1/0	21:16:9	0.00	45.00	0.00000	0.03226	
1/1/0	21:17:9	0.00	45.00	0.00000	0.01935	
1/1/0	21:18:9	0.00	45.00	0.00000	0.01935	
1/1/0	21:19:9	0.00	45.00	0.00000	0.01935	
1/1/0	21:20:9	0.00	45.00	0.00000	0.01935	
1/1/0	21:21:9	0.00	45.00	0.00000	0.01935	
1/1/0	21:22:9	0.00	45.00	0.00000	0.01935	
1/1/0	21:23:10	0.00	45.00	0.00000	0.01935	
1/1/0	21:24:10	0.00	45.00	0.00000	0.01935	
1/1/0	21:25:10	0.00	45.00	0.00000	0.02581	
1/1/0	21:26:10	0.00	45.00	0.00000	0.01935	
1/1/0	21:27:10	0.00	45.00	0.00000	0.02581	
1/1/0	21:28:10	0.00	45.00	0.00000	0.01935	
1/1/0	21:29:10	0.00	45.00	0.00000	0.01935	
1/1/0	21:30:11	0.00	45.00	0.00000	0.01935	
1/1/0	21:31:11	0.00	45.00	0.00000	0.02581	
1/1/0	21:32:11	0.00	45.00	0.00000	0.01935	
1/1/0	21:33:11	0.00	45.00	0.00000	0.01935	
1/1/0	21:34:11	0.00	45.00	0.00000	0.01935	
1/1/0	21:35:11	0.00	45.00	0.00000	0.02581	
1/1/0	21:36:11	0.00	45.00	0.00000	0.01935	
1/1/0	21:37:11	0.00	45.00	0.00000	0.02581	
1/1/0	21:38:12	0.00	45.00	0.00000	0.01935	
1/1/0	21:39:12	0.00	45.00	0.00000	0.01935	
1/1/0	21:40:12	0.00	45.00	0.00000	0.01935	
1/1/0	21:41:12	0.00	45.00	0.00000	0.01935	
1/1/0	21:42:12	0.00	45.00	0.00000	0.01935	
1/1/0	21:43:12	0.00	45.00	0.00000	0.01935	
1/1/0	21:44:12	0.00	45.00	0.00000	0.01935	
1/1/0	21:45:13	0.00	45.00	0.00000	0.01935	
1/1/0	21:46:13	0.00	45.00	0.00000	0.01935	
1/1/0	21:47:13	0.00	45.00	0.00000	0.02581	
1/1/0	21:48:13	0.00	45.00	0.00000	0.01935	
1/1/0	21:49:13	0.00	45.00	0.00000	0.01935	
1/1/0	21:50:13	0.00	45.00	0.00000	0.02581	
1/1/0	21:51:13	0.00	45.00	0.00000	0.01935	
1/1/0	21:52:14	0.00	45.00	0.00000	0.01935	
1/1/0	21:53:14	0.00	45.00	0.00000	0.01935	
1/1/0	21:54:14	0.00	45.00	0.00000	0.01935	
1/1/0	21:55:14	0.00	45.00	0.00000	0.02581	
1/1/0	21:56:14	0.00	45.00	0.00000	0.01935	
1/1/0	21:57:14	0.00	45.00	0.00000	0.01935	
1/1/0	21:58:14	0.00	45.00	0.00000	0.01935	
1/1/0	21:59:14	0.00	45.00	0.00000	0.01290	
1/1/0	22:0:15	0.00	45.00	0.00000	0.01935	
1/1/0	22:1:15	0.00	45.00	0.00000	0.01935	
1/1/0	22:2:15	0.00	315.00	0.00000	0.02581	
1/1/0	22:3:15	0.00	315.00	0.00000	0.01935	
1/1/0	22:4:15	0.00	315.00	0.00000	0.02581	
1/1/0	22:5:15	0.00	315.00	0.00000	0.01935	
1/1/0	22:6:15	0.00	315.00	0.00000	0.01935	
1/1/0	22:7:16	0.00	315.00	0.00000	0.02581	
1/1/0	22:8:16	0.00	315.00	0.00000	0.02581	
1/1/0	22:9:16	0.00	315.00	0.00000	0.01935	
1/1/0	22:10:16	0.00	315.00	0.00000	0.01935	
1/1/0	22:11:16	0.00	315.00	0.00000	0.01935	
1/1/0	22:12:16	0.00	315.00	0.00000	0.01935	
1/1/0	22:13:16	0.00	315.00	0.00000	0.01935	
1/1/0	22:14:17	0.00	315.00	0.00000	0.02581	
1/1/0	22:15:17	0.00	315.00	0.00000	0.01935	
1/1/0	22:16:17	0.00	315.00	0.00000	0.01935	
1/1/0	22:17:17	0.00	315.00	0.00000	0.01935	
1/1/0	22:18:17	0.00	315.00	0.00000	0.01935	
1/1/0	22:19:17	0.00	315.00	0.00000	0.01935	
1/1/0	22:20:17	0.00	315.00	0.00000	0.02581	
1/1/0	22:21:18	0.00	315.00	0.00000	0.02581	
1/1/0	22:22:18	0.00	315.00	0.00000	0.02581	
1/1/0	22:23:18	0.00	315.00	0.00000	0.02581	
1/1/0	22:24:18	0.00	315.00	0.00000	0.02581	
1/1/0	22:25:18	0.00	315.00	0.00000	0.02581	
1/1/0	22:26:18	0.00	315.00	0.00000	0.02581	
1/1/0	22:27:18	0.00	315.00	0.00000	0.01935	
1/1/0	22:28:18	0.00	315.00	0.00000	0.02581	
1/1/0	22:29:19	0.00	315.00	0.00000	0.01935	
1/1/0	22:30:19	0.00	315.00	0.00000	0.02581	
1/1/0	22:31:19	0.00	315.00	0.00000	0.01935	
1/1/0	22:32:19	0.00	315.00	0.00000	0.02581	
1/1/0	22:33:19	0.00	315.00	0.00000	0.01935	
1/1/0	22:34:19	0.00	315.00	0.00000	0.02581	
1/1/0	22:35:19	0.00	315.00	0.00000	0.02581	
1/1/0	22:36:20	0.00	315.00	0.00000	0.02581	
1/1/0	22:37:20	0.00	315.00	0.00000	0.02581	
1/1/0	22:38:20	0.00	315.00	0.00000	0.02581	
1/1/0	22:39:20	0.00	315.00	0.00000	0.02581	
